w,0.0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,0.425,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825,0.85,0.875,0.9,0.925,0.95,0.975,1.0
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25023475936911743,,0.27911638633835784,,,,,0.28058622737087513,,,0.25161065121532017,
0.075,,,,,,,,,,,,,,,,,,,,,0.35076186716748725,,,,,,,0.2805105008118032,0.3690372824693006,,0.3388663724585409,0.284714821155424,0.33638812241405325,0.3052453560147742,0.2548649846755205,0.25065492701754427,0.26761440876704445,,0.28061213958987036,,0.37632126180392106
0.1,,,,,,,,,,,,,,,,,,,,,0.25764344935670846,,0.29679928834957614,0.3175238518938895,0.2630110362294184,,0.39605890247574826,0.3145779857499375,0.29498447799751953,0.34996520856469604,0.3228639350992846,0.27766454689423525,0.2601266264376854,0.33126714326581713,0.265684612744685,0.3299154536372888,0.31771725180022176,0.31667095667396633,0.27491312342270746,0.34099079146572564,0.3293538981134299
0.125,,,,,,,,,,,,,,,,,0.3127247404262917,0.2963762554089626,0.3091652796559609,0.38613738970377354,0.30251456727973064,0.2750008482911972,0.2916443398940228,0.35461777651607235,0.2977276196870366,0.30057855705649533,0.3358906801834321,0.30481685683364707,0.30618106224879044,0.2950822539412811,0.2949895718741947,0.320137594854509,0.29649024589152023,0.29613815364507245,0.29526754643502245,0.32693026353093935,0.3104378347816776,0.30843341267895347,0.32907614668899826,0.3154185398322341,0.3487562397506383
0.15,,,,,,,,,,,,,,,,0.27859440541934744,,0.3287982589041519,0.2711778492886541,0.2967828927591011,0.3160789195940451,0.3533775227318507,0.27530080625306685,0.33131835568363127,0.2940260804281891,0.30851200017486596,0.36018072323070266,0.3182848347961012,0.3149678432246229,0.32484073527794133,0.3221027220018666,0.3364881576988581,0.32443896454577714,0.34015715513662653,0.3255606313308348,0.32646635166721816,0.32439690276752975,0.3282804216485038,0.34031864342527196,0.32823925501971174,0.34394492079832784
0.175,,,,,,,,,,,,,0.40789688591534246,0.2676068778041704,0.3011158475335171,0.2713963164465132,0.3128167321636681,0.3255786635809085,0.3070264986337671,0.3458671097679144,0.30773632984146754,0.32958665307275775,0.30395048039029493,0.35920176221293887,0.32023323958905886,0.30457977438291617,0.31462671682148224,0.3268299067267477,0.3191680900509681,0.3271467028307921,0.3459053908453284,0.3217492740599782,0.3255800510077283,0.3206330669908921,0.33940957902662783,0.3262778286753904,0.3424722065965813,0.3407862293662539,0.358590226934312,0.35154631157684385,0.34629760446259045
0.2,,,,,,,,,,0.25221164131476087,0.27381635683959926,,0.26455302226394195,0.3014043078868298,0.3494775254044421,0.2978968914634756,0.323458304555429,0.32440648326700944,0.34666301095208607,0.3151568671921047,0.31493771045400076,0.3392503403226405,0.32831613520905584,0.31590984070516404,0.31310693553051094,0.31184412368132264,0.344845895824565,0.3254012049394983,0.3316884451158225,0.33773443780724177,0.32239990730696416,0.3491036712668586,0.33954598442737877,0.3236751284491471,0.34278712921530363,0.35403553664371346,0.3369378432633444,0.34451536665824073,0.3301397975450636,0.3517360018891125,0.3507285389957854
