w,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
0.0,1.08,1.06768,1.09288,1.08208,1.08336,1.09768,1.0816,1.08696,1.08648,1.07568,1.0764,1.07832,1.07248,1.07944,1.0784,1.084,1.092,1.08176,1.08072,1.08208,1.082
0.05,1.2761169664000003,1.2267600576000002,1.2241169664000002,1.2615610623999998,1.2636495296,1.2590895296,1.2549926656,1.2619493056000002,1.2676185344000002,1.2772197824,1.2738810623999999,1.2889046464,1.2701721024,1.3135862976,1.3165582783999998,1.3049721023999996,1.3046368256,1.3216723904,1.3124867264,1.3247062976000001,1.3298167744
0.1,1.4337909504000002,1.3452802304,1.3604862400000004,1.3725054399999996,1.4093701824,1.4202862336,1.4806057663999999,1.4365972223999997,1.4863330496000005,1.4920251904,1.5931539456000001,1.5624344256,1.5762468096,1.7001837503999995,1.5992030400000004,1.5644670976000006,1.5723903424,1.6206691584,1.6526162944000002,1.6838654656000005,1.6501769983999999
0.15,1.6195762944000003,1.4743941376,1.5263513600000003,1.5517854656,1.5367380415999996,1.6196407296,1.6425255424,1.69730304,1.8123164096000002,1.8715002624000001,2.0830054399999995,2.1079891456,2.0966633664000005,2.199184,2.3675622656,2.3425949184,2.28529904,2.4039492543999996,2.4465159424,2.6615660544,2.7546298304000008
0.2,1.7626611904000005,1.7072413184000004,1.7057303743999999,1.7909076224,1.8012064256000004,1.9587327744000003,2.0395737599999997,2.3596526335999997,2.2419874816,2.6287555584000004,2.5823213503999995,2.4400973056,2.5605894400000007,3.1605004224,3.4083569855999998,2.9449416703999995,3.2187685056,3.79106096,3.7164441344000005,3.7271526399999995,3.8111273216000003
0.25,2.0187160000000004,1.85668544,1.8899702016000002,2.0159894464,2.1111554496000005,2.3805970623999997,2.6133439999999997,2.8748612863999994,2.8111891904,3.2737414400000002,3.4571114944,3.6437025216,3.9801625600000006,4.282508614399999,4.473278559999999,4.425071737600001,5.063087359999999,4.5962462656,5.13387264,5.3436322304,5.497144960000001
0.3,2.2347221503999997,1.9651714815999999,2.0321555904000004,2.3345519615999994,2.5173934784,2.9530360000000004,2.9173561536000006,3.39256896,4.2154373376,3.8637704703999995,4.4849704704,5.1456986624,5.0108520704,5.1220655616,6.015041094399999,6.18958,6.4624410816,6.3202359999999995,6.8016161216,6.85536064,6.835427577600001
0.35,2.3990427904,2.2497043456,2.3479120063999996,2.4512118464,2.83747136,3.2803364543999995,3.7984923136,4.3027960064,4.5409169344,6.02607296,5.245881440000001,6.299128159999999,6.6212757695999995,6.688683897600001,6.8139650303999995,7.154787705600001,7.583888121600001,7.007229849600001,7.9133243904,8.2557733824,8.1875897344
0.4,2.6534110656,2.4708954304,2.6080700863999997,2.9228160000000005,3.4289917375999996,3.9782054336,4.213482566400001,5.6721633983999995,5.7496987136,6.1460854464,7.1933244096000015,7.2680855744,7.6316710656,8.0146651136,7.859946240000001,8.1019748096,8.438613318399998,8.76043136,9.518335558399999,8.9329228544,9.7681436864
